date,II/112/1,II/113/1,II/114/1,II/131/1,II/132/1,II/292/1,II/297/1,II/298/1,II/472/1,II/924/1,II/931/1,II/949/1,II/951/1,II/952/1,II/957/1,II/1345/1,II/1346/1,II/1351/1,II/1352/1
2016-01-17,9.89,31.82,30.25,17.79,49.57,13.03,6.25,36.0,28.44,7.02,3.9,15.5,7.04,4.14,1.13,3.44,39.3,2.47,14.81
2016-01-24,9.9,31.96,30.21,17.85,49.61,13.03,6.24,36.17,28.46,7.03,3.9,15.5,6.98,4.1,1.11,3.45,39.31,2.49,14.82
2016-01-31,9.94,32.02,30.28,17.84,49.66,13.04,6.21,36.16,28.52,7.03,3.9,15.52,6.93,4.11,1.13,3.42,39.31,2.52,14.83
2016-02-07,9.89,31.98,30.2,17.8,49.64,13.07,6.12,36.11,28.55,7.06,3.9,15.54,6.99,4.12,1.1,3.4,39.33,2.45,14.85
2016-02-14,9.84,31.93,30.25,17.75,49.59,13.07,6.01,36.1,28.49,7.09,3.89,15.55,6.97,4.09,1.1,3.38,39.33,2.38,14.83
2016-02-21,9.82,31.9,30.18,17.66,49.51,13.09,5.88,36.13,28.45,7.1,3.88,15.56,6.88,4.0,1.06,3.35,39.34,2.33,14.84
2016-02-28,9.8,31.86,30.15,17.43,49.45,13.1,5.68,36.13,28.43,7.12,3.86,15.5,6.65,3.95,1.01,3.31,39.33,2.26,14.82
2016-03-06,9.78,31.93,30.15,17.28,49.33,13.11,5.56,36.19,28.5,7.13,3.84,15.6,6.61,3.85,1.02,3.23,39.32,2.24,14.81
2016-03-13,9.8,31.86,30.15,17.36,49.17,13.12,5.56,36.12,28.45,7.16,3.84,15.58,6.53,3.75,0.99,3.18,39.32,2.22,14.82
2016-03-20,9.79,31.95,30.17,17.48,49.27,13.12,5.55,36.13,28.45,7.14,3.83,15.55,6.5,3.74,1.01,3.12,39.3,2.19,14.81
2016-03-27,9.85,31.87,30.15,17.52,49.29,13.15,5.56,36.08,28.47,7.18,3.85,15.55,6.5,3.76,1.02,3.11,39.3,2.2,14.77
2016-04-03,9.84,31.85,30.14,17.56,49.31,13.16,5.59,36.07,28.5,7.23,3.84,15.52,6.48,3.79,1.02,3.15,39.29,2.25,14.75
2016-04-10,9.86,31.87,30.11,17.58,49.36,13.09,5.62,36.11,28.46,7.27,3.86,15.52,6.42,3.82,1.03,3.17,39.28,2.27,14.74
2016-04-17,9.86,31.94,30.15,17.44,49.39,13.08,5.45,36.14,28.5,7.28,3.83,15.58,6.4,3.85,1.03,3.19,39.28,2.2,14.73
2016-04-24,9.87,31.86,30.25,17.47,49.28,13.06,5.44,36.19,28.5,7.3,3.83,15.6,6.31,3.74,1.03,3.16,39.29,2.07,14.72
2016-05-01,9.85,31.87,30.11,17.55,49.31,13.05,5.51,36.09,28.47,7.34,3.84,15.6,6.28,3.75,1.04,3.15,39.29,2.15,14.72
2016-05-08,9.9,31.91,30.09,17.58,49.38,13.03,5.55,36.1,28.5,7.35,3.86,15.62,6.35,3.8,1.06,3.13,39.29,2.24,14.74
2016-05-15,9.9,31.91,30.12,17.61,49.4,13.02,5.6,36.15,28.52,7.35,3.85,15.64,6.4,3.85,1.07,3.15,39.28,2.29,14.75
2016-05-22,9.89,31.89,30.12,17.68,49.45,13.01,5.7,36.18,28.54,7.36,3.86,15.66,6.51,3.88,1.09,3.19,39.29,2.33,14.77
2016-05-29,9.9,31.91,30.14,17.73,49.49,13.0,5.78,36.14,28.47,7.37,3.88,15.66,6.55,3.91,1.09,3.25,39.29,2.39,14.79
2016-06-05,9.89,31.92,30.22,17.74,49.52,12.99,5.84,36.14,28.45,7.39,3.89,15.66,6.6,3.96,1.07,3.28,39.3,2.43,14.8
2016-06-12,9.89,31.89,30.23,17.54,49.44,12.98,5.92,36.27,28.44,7.42,3.9,15.63,6.62,3.98,1.05,3.3,39.29,2.18,14.79
2016-06-19,9.86,31.9,30.29,17.69,49.52,12.96,5.98,36.14,28.44,7.45,3.9,15.63,6.63,4.03,1.07,3.31,39.29,2.31,14.81
2016-06-26,9.92,31.89,30.31,17.77,49.6,12.97,6.06,36.27,28.46,7.46,3.88,15.6,6.66,4.03,1.08,3.34,39.3,2.44,14.81
2016-07-03,9.92,32.01,30.41,17.83,49.64,12.97,6.12,36.26,28.48,7.48,3.9,15.58,6.68,4.05,1.09,3.39,39.31,2.48,14.85
2016-07-10,9.93,32.0,30.43,17.77,49.66,12.99,6.15,36.2,28.49,7.48,3.88,15.58,6.74,4.07,1.1,3.42,39.31,2.48,14.92
2016-07-17,9.93,32.0,30.43,17.81,49.67,13.01,6.14,36.27,28.51,7.5,3.9,15.6,6.77,4.1,1.1,3.39,39.31,2.41,14.94
2016-07-24,9.91,32.04,30.38,17.64,49.58,13.01,6.1,36.25,,7.5,3.9,15.6,6.73,4.02,1.07,3.38,39.3,2.32,14.9
2016-07-31,9.93,32.01,30.4,17.74,49.6,13.01,6.14,36.26,,7.52,3.9,15.57,6.7,4.03,1.1,3.4,39.3,2.41,14.92
2016-08-07,9.9,32.0,30.4,17.76,49.63,13.0,6.16,36.25,,7.52,3.91,15.58,6.76,4.04,1.09,3.41,39.31,2.33,14.93
2016-08-14,9.94,32.03,30.38,17.77,49.66,13.01,6.18,36.28,,7.55,3.92,15.58,6.8,4.07,1.1,3.4,39.3,2.35,14.95
2016-08-21,9.92,32.05,30.36,17.76,49.64,13.0,6.19,36.34,,7.55,3.93,15.6,6.84,4.07,1.11,3.43,39.3,2.39,14.97
2016-08-28,9.93,32.04,30.38,17.85,49.7,13.01,6.26,36.37,,7.55,3.92,15.62,6.89,4.09,1.12,3.44,39.31,2.44,14.98
2016-09-04,9.92,32.06,30.39,17.89,49.74,13.0,6.32,36.29,,7.58,3.95,15.62,6.94,4.1,1.13,3.48,39.31,2.46,14.98
2016-09-11,9.92,32.06,30.29,17.94,49.78,13.06,6.35,36.29,,7.59,3.97,15.65,6.97,4.08,1.13,3.48,39.32,2.52,15.0
2016-09-18,9.94,32.07,30.39,17.93,49.83,13.07,6.4,36.39,,7.61,3.98,15.67,6.98,4.1,1.15,3.49,39.33,2.53,15.02
2016-09-25,9.94,32.07,30.45,17.9,49.84,13.1,6.4,36.35,,7.64,4.0,15.68,6.97,4.1,1.13,3.49,39.34,2.46,15.03
2016-10-02,9.96,32.13,30.41,17.89,49.86,13.1,6.42,36.42,,7.65,4.01,15.7,7.0,4.08,1.15,3.51,39.35,2.5,15.03
2016-10-09,9.95,32.08,30.39,17.8,49.84,13.09,6.39,36.41,,7.66,4.02,15.7,7.02,4.1,1.15,3.53,39.36,2.51,15.04
2016-10-16,9.94,32.06,30.34,17.69,49.76,13.1,6.31,36.44,,7.66,4.02,15.7,6.93,4.06,1.13,3.47,39.36,2.4,15.05
2016-10-23,9.95,32.06,30.32,17.62,49.7,13.11,6.27,36.47,,7.67,4.02,15.68,6.9,4.05,1.14,3.4,39.36,2.39,15.06
2016-10-30,9.93,32.01,30.33,17.59,49.72,13.13,6.2,36.49,,7.68,4.01,15.68,6.9,3.93,1.11,3.39,39.37,2.31,15.05
2016-11-06,9.94,32.06,30.3,17.63,49.61,13.14,6.16,36.44,,7.69,4.0,15.68,6.88,3.9,1.12,3.38,39.36,2.32,15.05
2016-11-13,9.91,31.99,30.33,17.65,49.59,13.14,6.12,36.34,,7.69,4.0,15.67,6.87,3.87,1.11,3.37,39.37,2.27,15.06
2016-11-20,9.91,32.07,30.35,17.66,49.65,13.12,6.12,36.53,,7.7,4.0,15.66,6.88,3.88,1.13,3.36,39.36,2.32,15.06
2016-11-27,9.9,31.97,30.35,17.66,49.63,13.15,6.08,36.44,,7.72,4.0,15.66,6.85,3.85,1.09,3.33,39.36,2.22,15.07
2016-12-04,9.91,31.98,30.35,17.65,49.63,13.19,6.06,36.4,,7.75,4.02,15.7,6.84,3.84,1.1,3.32,39.36,2.29,15.06
2016-12-11,9.93,31.92,30.35,17.55,49.62,13.19,5.95,36.56,,7.76,4.01,15.7,6.79,3.8,1.07,3.3,39.35,2.23,15.06
2016-12-18,9.88,31.92,30.36,17.5,49.52,13.2,5.92,36.47,,7.76,4.0,15.68,6.72,3.78,1.07,3.3,39.36,2.22,15.07
2016-12-25,9.88,31.98,30.41,17.5,49.51,13.21,5.93,36.46,,7.75,4.01,15.74,6.68,3.77,1.07,3.29,39.34,2.27,15.07
2017-01-01,9.89,31.95,30.37,17.46,49.48,13.22,5.89,36.35,,7.75,4.01,15.74,6.66,3.78,1.06,3.27,39.35,2.24,15.05
2017-01-08,9.91,31.98,30.43,17.49,49.44,13.22,5.9,36.33,,7.76,4.02,15.8,6.66,3.77,1.06,3.28,39.35,2.28,15.05
2017-01-15,9.91,31.88,30.43,17.54,49.51,13.26,5.93,36.41,,7.8,4.02,15.8,6.65,3.81,1.08,3.3,39.34,2.35,15.06
2017-01-22,9.9,31.78,30.44,17.6,49.55,13.25,6.01,36.43,,7.83,4.03,15.84,6.65,3.83,1.09,3.3,39.35,2.39,15.07
2017-01-29,9.89,31.84,30.38,17.62,49.58,13.24,6.01,36.48,,7.85,4.04,15.84,6.72,3.86,1.11,3.3,39.35,2.41,15.08
2017-02-05,9.89,31.92,30.28,17.65,49.6,13.25,6.03,36.38,,7.86,4.04,15.88,6.8,3.89,1.13,3.3,39.34,2.45,15.09
2017-02-12,9.89,31.9,30.43,17.68,49.64,13.28,6.05,36.44,,7.84,4.03,15.85,6.85,3.91,1.13,3.3,39.36,2.46,15.08
2017-02-19,9.89,31.89,30.48,17.7,49.69,13.29,6.06,36.48,,7.85,4.04,15.85,6.84,3.95,1.14,3.28,39.35,2.47,15.09
2017-02-26,9.84,31.89,30.43,17.42,49.62,13.3,5.88,36.38,,7.88,4.03,15.8,6.75,3.94,1.1,3.27,39.35,2.24,15.1
2017-03-05,9.86,31.83,30.38,17.39,49.44,13.29,5.74,36.29,,7.88,4.03,15.8,6.57,3.8,0.99,3.23,39.34,2.17,15.07
2017-03-12,9.86,31.86,30.36,17.4,49.43,13.29,5.65,36.38,,7.87,4.01,15.8,6.45,3.75,0.98,3.22,39.34,2.18,15.07
2017-03-19,9.89,31.92,30.35,17.47,49.44,13.3,5.64,36.4,,7.89,4.01,15.8,6.36,3.7,0.97,3.24,39.31,2.18,15.06
2017-03-26,9.87,31.86,30.34,17.36,49.46,13.29,5.54,36.37,,7.93,4.0,15.82,6.3,3.69,0.97,3.23,39.31,2.2,15.05
2017-04-02,9.89,31.86,30.37,17.36,49.36,13.3,5.52,36.32,,7.88,4.0,15.82,6.31,3.65,0.97,3.21,39.28,2.13,15.03
2017-04-09,9.89,31.86,30.37,17.47,49.37,13.28,5.59,36.27,,7.88,4.0,15.8,6.3,3.66,1.0,3.24,39.28,2.22,15.04
2017-04-16,9.9,31.86,30.37,17.51,49.46,13.25,5.58,36.28,,7.88,3.99,15.84,6.29,3.72,1.0,3.23,39.26,2.23,15.02
2017-04-23,9.88,31.88,30.36,17.35,49.46,13.26,5.51,36.26,,7.89,4.01,15.84,6.28,3.7,1.01,3.24,39.27,2.26,15.01
2017-04-30,9.87,31.89,30.23,16.87,49.32,13.24,5.24,36.36,,7.91,3.99,15.85,6.27,3.62,0.98,3.22,39.26,2.08,15.0
2017-05-07,9.87,31.88,30.19,16.72,48.95,13.22,5.1,36.22,,7.95,4.0,15.8,6.11,3.45,0.85,3.16,39.22,1.88,14.96
2017-05-14,9.86,31.87,30.13,16.85,48.86,13.2,5.19,36.14,,7.7,4.01,15.78,6.04,3.49,0.88,3.09,39.19,1.96,14.91
2017-05-21,9.9,31.85,30.18,17.13,48.97,13.18,5.29,36.19,,7.71,3.99,15.78,6.08,3.53,0.92,3.06,39.13,2.07,14.89
2017-05-28,9.92,31.85,30.23,17.27,49.08,13.16,5.4,36.13,,7.73,3.98,15.8,6.09,3.57,0.94,3.14,39.09,2.13,14.88
2017-06-04,9.92,31.84,30.39,17.36,49.16,13.14,5.51,36.07,,7.7,3.96,15.8,6.09,3.64,0.96,3.18,39.06,2.24,14.88
2017-06-11,9.94,31.84,30.38,17.41,49.25,13.13,5.43,36.09,,7.69,3.97,15.82,6.17,3.72,0.97,3.23,39.05,2.29,14.87
2017-06-18,9.95,31.83,30.36,17.51,49.29,13.11,5.52,36.05,,7.68,3.98,15.8,6.26,3.78,0.98,3.28,39.03,2.35,14.9
2017-06-25,9.95,31.83,30.36,17.6,49.37,13.12,5.64,36.13,,7.67,3.98,15.8,6.29,3.84,1.0,3.33,39.02,2.41,14.92
2017-07-02,9.95,31.82,30.55,17.66,49.44,13.1,5.76,36.06,,7.69,3.97,15.76,6.31,3.9,1.01,3.35,39.01,2.45,14.93
2017-07-09,9.93,31.85,30.49,17.71,49.5,13.1,5.85,36.15,,7.69,3.98,15.74,6.37,3.94,1.0,3.38,39.02,2.47,14.94
2017-07-16,9.95,31.88,30.47,17.67,49.54,13.09,5.87,36.18,,7.67,3.98,15.78,6.6,3.98,1.0,3.36,39.03,2.48,14.93
2017-07-23,9.93,31.92,30.44,17.71,49.55,13.07,5.93,36.17,,7.67,3.96,15.8,6.55,4.0,1.02,3.4,39.03,2.49,14.94
2017-07-30,9.92,31.92,30.36,17.72,49.57,13.06,5.96,36.15,,7.68,3.95,15.86,6.5,4.02,1.02,3.32,39.03,2.48,14.95
2017-08-06,9.92,31.92,30.39,17.77,49.6,13.05,6.07,36.16,,7.69,3.95,15.84,6.61,4.05,1.04,3.37,39.05,2.48,14.97
2017-08-13,9.96,31.96,30.45,17.8,49.7,13.04,6.14,36.2,,7.69,3.97,15.84,6.65,4.09,1.05,3.36,39.05,2.49,15.05
2017-08-20,9.95,32.02,30.52,17.82,49.68,13.06,6.16,36.18,,7.71,3.96,15.8,6.66,4.1,1.05,3.41,39.07,2.5,15.06
2017-08-27,9.96,32.07,30.61,17.84,49.7,13.06,6.18,36.16,,7.72,3.97,15.8,6.67,4.1,1.04,3.42,39.07,2.53,15.02
2017-09-03,9.96,32.11,30.57,17.84,49.7,13.05,6.21,36.21,,7.72,3.98,15.82,6.74,4.05,1.06,3.43,39.08,2.53,15.04
2017-09-10,9.95,32.1,30.45,17.79,49.69,13.07,6.16,36.27,,7.69,3.98,15.78,6.71,4.0,1.04,3.45,39.09,2.52,15.04
2017-09-17,9.95,32.07,30.44,17.75,49.7,13.06,6.18,36.16,,7.67,3.98,15.78,6.73,3.92,1.04,3.43,39.1,2.54,15.04
2017-09-24,9.96,32.07,30.42,17.43,49.63,13.08,6.01,36.19,,7.63,3.97,15.8,6.7,3.91,1.0,3.4,39.11,2.51,15.05
2017-10-01,9.94,32.07,30.5,17.1,49.38,13.09,5.74,36.25,,7.62,3.99,15.84,6.62,3.53,0.92,3.29,39.1,2.18,15.03
2017-10-08,9.95,32.07,30.41,17.24,49.22,13.07,5.7,36.22,,7.61,3.97,15.82,6.52,3.45,0.97,3.32,39.07,2.26,15.0
2017-10-15,9.94,31.95,30.4,17.23,49.22,13.08,5.59,36.2,,7.59,3.96,15.8,6.43,3.42,0.9,3.22,39.06,2.11,14.99
2017-10-22,9.94,32.02,30.4,17.3,49.21,13.09,5.63,36.23,,7.56,3.93,15.78,6.41,3.45,0.93,3.25,39.03,2.19,14.96
2017-10-29,9.95,31.97,30.35,17.36,49.24,13.08,5.62,36.16,,7.55,3.93,15.78,6.45,3.5,0.95,3.27,39.0,2.22,14.94
2017-11-05,9.95,31.96,30.23,17.08,49.27,13.06,5.4,36.23,,7.54,3.94,15.8,6.46,3.4,0.83,3.23,39.02,2.02,14.92
2017-11-12,9.86,31.96,30.17,17.12,49.11,13.05,5.35,36.17,,7.58,3.94,15.8,6.35,3.35,0.84,3.17,39.01,2.03,14.9
2017-11-19,9.86,31.91,30.1,17.19,49.09,13.03,5.34,36.05,,7.58,3.95,15.82,6.26,3.39,0.85,3.16,39.0,2.04,14.88
2017-11-26,9.85,31.96,30.22,17.18,49.13,13.02,5.32,36.06,,7.57,3.95,15.82,6.28,3.42,0.86,3.14,38.99,2.02,14.85
2017-12-03,9.86,31.9,30.19,17.19,49.12,13.0,5.33,36.15,,7.56,3.96,15.8,6.14,3.43,0.86,3.15,38.97,2.02,14.83
2017-12-10,9.9,31.9,30.19,17.04,49.13,13.07,5.23,36.13,,7.55,3.96,15.8,6.12,3.41,0.86,3.16,38.95,2.03,14.81
2017-12-17,9.89,31.91,30.11,17.05,49.0,13.06,5.22,35.93,,7.56,3.95,15.76,6.06,3.4,0.82,3.15,38.95,2.05,14.78
2017-12-24,9.89,31.92,30.08,17.11,49.03,13.08,5.33,36.15,,7.56,3.94,15.78,6.02,3.45,0.85,3.13,38.94,2.09,14.79
2017-12-31,9.9,31.94,29.97,17.08,49.02,13.09,5.26,35.98,,7.54,3.93,15.76,5.99,3.48,0.85,3.11,38.92,2.1,14.76
2018-01-07,9.93,31.9,30.08,17.17,49.02,12.93,5.26,35.96,,7.53,3.93,15.75,5.92,3.5,0.85,3.13,38.92,2.1,14.75
2018-01-14,9.92,31.87,30.13,17.26,49.12,12.92,5.3,36.07,,7.52,3.92,15.75,5.92,3.53,0.86,3.12,38.9,2.11,14.75
2018-01-21,9.93,31.84,30.09,17.34,49.16,12.89,5.33,36.0,,7.51,3.92,15.77,5.92,3.56,0.86,3.14,38.88,2.13,14.74
2018-01-28,9.93,31.84,30.06,17.4,49.2,12.87,5.4,35.99,,7.49,3.9,15.78,5.93,3.59,0.89,3.16,38.87,2.12,14.73
2018-02-04,9.92,31.84,30.06,17.44,49.25,12.86,5.32,35.92,,7.49,3.89,15.75,5.95,3.61,0.86,3.19,38.85,2.12,14.72
2018-02-11,9.87,31.77,30.02,17.37,49.23,12.86,5.35,36.01,,7.5,3.89,15.72,5.92,3.6,0.84,3.14,38.84,2.14,14.73
2018-02-18,9.87,31.71,29.97,17.44,49.23,12.85,5.41,35.93,,7.51,3.88,15.72,5.94,3.63,0.84,3.15,38.83,2.17,14.74
2018-02-25,9.88,31.71,30.03,17.51,49.32,12.85,5.47,35.9,,7.53,3.88,15.75,5.99,3.65,0.85,3.18,38.81,2.24,14.74
2018-03-04,9.88,31.71,30.1,17.61,49.37,12.84,5.55,35.93,,7.53,3.86,15.76,6.06,3.69,0.86,3.23,38.8,2.29,14.79
2018-03-11,9.87,31.67,30.13,17.65,49.4,12.82,5.64,35.89,,7.44,3.79,15.76,6.08,3.73,0.88,3.26,38.79,2.27,14.75
2018-03-18,9.86,31.62,30.17,17.67,49.43,12.8,5.64,35.87,,7.45,3.78,15.78,6.1,3.76,0.89,3.25,38.79,2.29,14.73
2018-03-25,9.86,31.77,30.25,17.65,49.45,12.79,5.6,35.89,,7.43,3.78,15.78,6.12,3.79,0.91,3.26,38.78,2.23,14.75
2018-04-01,9.88,31.79,30.29,17.64,49.44,12.78,5.56,35.91,,7.43,3.79,15.8,6.09,3.8,0.91,3.23,38.77,2.23,14.77
2018-04-08,9.87,31.81,30.21,17.66,49.43,12.8,5.58,35.92,,7.46,3.81,15.76,6.08,3.82,0.89,3.24,38.78,2.23,14.78
2018-04-15,9.89,31.84,30.11,17.68,49.42,12.82,5.64,35.9,,7.45,3.81,15.76,6.1,3.83,0.9,3.27,38.77,2.29,14.79
2018-04-22,9.91,31.84,30.27,17.7,49.49,12.85,5.72,35.91,,7.43,3.82,15.76,6.14,3.85,0.91,3.3,38.78,2.33,14.78
2018-04-29,9.93,31.84,30.2,17.71,49.54,12.85,5.77,35.89,,7.43,3.83,15.76,6.2,3.88,0.92,3.32,38.79,2.36,14.81
2018-05-06,9.94,31.84,30.19,17.73,49.57,12.84,5.85,35.89,,7.38,3.84,15.78,6.23,3.91,0.93,3.35,38.83,2.44,14.84
2018-05-13,9.97,31.93,30.31,17.75,49.62,12.88,5.86,35.95,,7.37,3.85,15.78,6.32,3.93,0.92,3.39,38.85,2.5,14.92
2018-05-20,9.94,31.92,30.4,17.77,49.59,12.88,5.8,35.98,,7.37,3.87,15.79,6.33,3.99,0.94,3.4,38.88,2.55,14.9
2018-05-27,9.96,31.95,30.43,17.79,49.51,12.87,5.76,36.01,,7.36,3.88,15.76,6.4,3.97,0.89,3.32,38.88,2.57,14.87
2018-06-03,9.96,31.95,30.59,17.81,49.56,12.88,5.86,36.02,,7.36,3.89,15.8,6.42,3.99,0.94,3.37,38.89,2.58,14.89
2018-06-10,9.95,31.97,30.58,17.83,49.63,12.88,5.95,36.04,,7.35,3.89,15.8,6.49,3.98,0.95,3.39,38.91,2.59,14.92
2018-06-17,9.95,31.99,30.63,17.85,49.69,12.89,5.99,35.98,,7.35,3.9,15.82,6.58,4.05,0.97,3.43,38.92,2.62,14.94
2018-06-24,9.97,32.03,30.7,17.86,49.68,12.92,6.04,36.04,,7.36,3.91,15.82,6.59,4.05,0.97,3.45,38.93,2.67,14.96
2018-07-01,9.99,32.07,30.62,17.88,49.75,12.89,6.02,36.07,,7.37,3.91,15.85,6.59,4.06,0.98,3.49,38.94,2.7,14.97
2018-07-08,9.98,32.07,30.62,17.9,49.78,12.93,6.08,36.05,,7.37,3.91,15.85,6.59,4.05,0.99,3.48,38.95,2.65,14.98
2018-07-15,9.98,32.08,30.63,17.92,49.84,12.94,6.15,36.07,,7.38,3.92,15.85,6.6,4.08,1.0,3.54,38.96,2.67,15.01
2018-07-22,9.98,32.08,30.56,17.94,49.86,12.95,6.04,36.04,,7.39,3.91,15.88,6.69,3.9,0.99,3.52,38.97,2.72,15.03
2018-07-29,9.92,32.06,30.54,17.96,49.73,12.96,5.97,36.08,,7.37,3.92,15.84,6.7,3.95,0.97,3.5,38.98,2.62,15.05
2018-08-05,9.96,32.04,30.48,17.98,49.71,12.95,5.93,36.1,,7.35,3.92,15.8,6.62,3.9,0.96,3.56,38.98,2.67,15.06
2018-08-12,9.97,32.09,30.55,18.0,49.69,12.98,6.0,36.11,,7.37,3.9,15.82,6.59,3.91,0.98,3.59,38.97,2.7,15.1
2018-08-19,9.97,32.14,30.58,18.01,49.78,13.0,6.04,36.06,,7.37,3.89,15.8,6.35,3.93,0.99,3.56,38.97,2.71,15.12
2018-08-26,9.98,32.15,30.65,18.03,49.94,13.03,6.12,36.15,,7.39,3.89,15.82,6.31,3.95,1.0,3.58,38.98,2.74,15.13
2018-09-02,9.98,32.18,30.62,18.05,49.89,13.03,6.14,36.13,,7.41,3.91,15.8,6.3,3.97,1.0,3.57,38.99,2.73,15.12
2018-09-09,9.99,32.19,30.66,18.07,49.92,13.05,6.21,36.13,,7.42,3.99,15.82,6.37,4.0,1.01,3.55,39.0,2.64,15.15
2018-09-16,9.98,32.19,30.67,18.1,49.95,13.06,6.26,36.18,,7.43,4.01,15.82,6.42,4.01,1.02,3.6,39.01,2.68,15.17
2018-09-23,10.0,32.18,30.72,18.05,49.95,13.07,6.31,36.19,,7.44,4.01,15.88,6.45,4.02,1.03,3.58,39.02,2.69,15.18
2018-09-30,10.0,32.16,30.64,18.03,49.93,13.07,6.34,36.18,,7.44,4.0,15.88,6.48,4.04,1.01,3.6,39.05,2.77,15.2
2018-10-07,10.01,32.19,30.69,18.03,49.92,13.1,6.37,36.14,,7.43,4.01,15.88,6.56,4.05,1.02,3.61,39.04,2.81,15.22
2018-10-14,10.01,32.22,30.71,18.04,49.92,13.1,6.41,36.25,,7.43,4.03,15.88,6.6,4.05,1.03,3.59,39.07,2.82,15.24
2018-10-21,10.02,32.2,30.72,18.05,49.95,13.12,6.44,36.25,,7.42,4.02,15.85,6.66,4.07,1.04,3.62,39.08,2.84,15.26
2018-10-28,10.01,32.17,30.66,18.07,49.98,13.13,6.42,36.26,,7.44,4.02,15.82,6.65,4.05,1.04,3.6,39.08,2.85,15.28
2018-11-04,10.01,32.17,30.56,17.99,49.92,13.13,6.37,36.19,,7.44,4.01,15.8,6.61,4.02,0.99,3.49,39.1,2.71,15.27
2018-11-11,10.0,32.02,30.56,17.98,49.91,13.15,6.37,36.25,,7.46,4.02,15.8,6.64,4.0,1.01,3.46,39.11,2.69,15.26
2018-11-18,9.99,32.0,30.56,17.99,49.91,13.18,6.4,36.32,,7.47,4.03,15.8,6.66,4.01,1.04,3.5,39.12,2.67,15.27
2018-11-25,9.98,31.98,30.54,18.0,49.94,13.19,6.41,36.26,,7.47,4.03,15.82,6.66,4.02,1.04,3.47,39.12,2.69,15.28
2018-12-02,9.98,31.98,30.56,18.02,49.93,13.2,6.44,36.19,,7.48,4.04,15.85,6.68,4.03,1.04,3.48,39.13,2.71,15.29
